Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Sarajevo,PM2.5 - Principal,2022-12-01 01:00 AM,2022,12,01,01,48.4,133,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-12-01 02:00 AM,2022,12,01,02,45.1,125,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-12-01 03:00 AM,2022,12,01,03,43.7,121,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-12-01 04:00 AM,2022,12,01,04,36.8,104,Unhealthy for Sensitive Groups,31.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-12-01 05:00 AM,2022,12,01,05,31.4,92,Moderate,26.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-12-01 06:00 AM,2022,12,01,06,28.1,85,Moderate,25.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-12-01 07:00 AM,2022,12,01,07,27.0,82,Moderate,26.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-12-01 08:00 AM,2022,12,01,08,27.5,83,Moderate,28.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-12-01 09:00 AM,2022,12,01,09,30.7,90,Moderate,34.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-12-01 10:00 AM,2022,12,01,10,34.5,98,Moderate,39.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-12-01 11:00 AM,2022,12,01,11,39.7,111,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-12-01 12:00 PM,2022,12,01,12,47.2,130,Unhealthy for Sensitive Groups,54.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-12-01 01:00 PM,2022,12,01,13,46.6,128,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-12-01 02:00 PM,2022,12,01,14,49.3,135,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid
