Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Sarajevo,PM2.5 - Principal,2022-01-01 01:00 AM,2022,01,01,01,103.6,176,Unhealthy,91.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-01-01 02:00 AM,2022,01,01,02,137.3,193,Unhealthy,171.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-01-01 03:00 AM,2022,01,01,03,206.2,256,Very Unhealthy,275.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-01-01 04:00 AM,2022,01,01,04,213.6,264,Very Unhealthy,221.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-01-01 05:00 AM,2022,01,01,05,177.3,228,Very Unhealthy,141.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-01-01 06:00 AM,2022,01,01,06,154.6,205,Very Unhealthy,132.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-01-01 07:00 AM,2022,01,01,07,133.8,191,Unhealthy,113.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-01-01 08:00 AM,2022,01,01,08,109.4,179,Unhealthy,85.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-01-01 09:00 AM,2022,01,01,09,94.1,171,Unhealthy,79.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-01-01 10:00 AM,2022,01,01,10,77.5,162,Unhealthy,61.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-01-01 11:00 AM,2022,01,01,11,75.2,161,Unhealthy,73.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-01-01 12:00 PM,2022,01,01,12,80.6,164,Unhealthy,86.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-01-01 01:00 PM,2022,01,01,13,92.3,170,Unhealthy,104.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-01-01 02:00 PM,2022,01,01,14,101.6,175,Unhealthy,111.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-01-01 03:00 PM,2022,01,01,15,116.3,182,Unhealthy,131.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-01-01 04:00 PM,2022,01,01,16,132.1,191,Unhealthy,148.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-01-01 05:00 PM,2022,01,01,17,154.5,205,Very Unhealthy,177.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-01-01 06:00 PM,2022,01,01,18,175.7,226,Very Unhealthy,197.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-01-01 07:00 PM,2022,01,01,19,179.9,230,Very Unhealthy,184.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-01-01 08:00 PM,2022,01,01,20,201.4,251,Very Unhealthy,223.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-01-01 09:00 PM,2022,01,01,21,214.2,264,Very Unhealthy,227.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-01-01 10:00 PM,2022,01,01,22,210.1,260,Very Unhealthy,206.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-01-01 11:00 PM,2022,01,01,23,215.0,265,Very Unhealthy,220.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-01-02 12:00 AM,2022,01,02,00,229.0,279,Very Unhealthy,243.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-01-02 01:00 AM,2022,01,02,01,251.5,302,Hazardous,274.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-01-02 02:00 AM,2022,01,02,02,267.7,318,Hazardous,284.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-01-02 03:00 AM,2022,01,02,03,261.9,312,Hazardous,257.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-01-02 04:00 AM,2022,01,02,04,233.6,283,Very Unhealthy,193.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-01-02 05:00 AM,2022,01,02,05,213.5,263,Very Unhealthy,179.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-01-02 06:00 AM,2022,01,02,06,188.7,239,Very Unhealthy,162.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-01-02 07:00 AM,2022,01,02,07,166.2,217,Very Unhealthy,147.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-01-02 08:00 AM,2022,01,02,08,150.4,200,Unhealthy,136.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-01-02 09:00 AM,2022,01,02,09,136.1,193,Unhealthy,122.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-01-02 10:00 AM,2022,01,02,10,118.5,184,Unhealthy,101.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-01-02 11:00 AM,2022,01,02,11,113.7,181,Unhealthy,109.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-01-02 12:00 PM,2022,01,02,12,112.8,181,Unhealthy,112.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-01-02 01:00 PM,2022,01,02,13,116.9,183,Unhealthy,121.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-01-02 02:00 PM,2022,01,02,14,125.9,187,Unhealthy,135.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-01-02 03:00 PM,2022,01,02,15,142.4,196,Unhealthy,161.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2022-01-02 04:00 PM,2022,01,02,16,170.6,221,Very Unhealthy,199.0,UG/M3,1 Hr,Valid
