Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Sarajevo,PM2.5 - Principal,2018-03-22 02:00 PM,2018,03,22,14,-999.0,-999,N/A,11.0,UG/M3,1 Hr,Invalid
Sarajevo,PM2.5 - Principal,2018-03-22 03:00 PM,2018,03,22,15,-999.0,-999,N/A,7.0,UG/M3,1 Hr,Invalid
Sarajevo,PM2.5 - Principal,2018-03-22 04:00 PM,2018,03,22,16,-999.0,-999,N/A,7.0,UG/M3,1 Hr,Invalid
Sarajevo,PM2.5 - Principal,2018-05-15 12:00 PM,2018,05,15,12,-999.0,-999,N/A,8.0,UG/M3,1 Hr,Invalid
Sarajevo,PM2.5 - Principal,2018-05-15 01:00 PM,2018,05,15,13,-999.0,-999,N/A,10.0,UG/M3,1 Hr,Invalid
Sarajevo,PM2.5 - Principal,2018-05-15 02:00 PM,2018,05,15,14,-999.0,-999,N/A,6.0,UG/M3,1 Hr,Invalid
Sarajevo,PM2.5 - Principal,2018-05-15 03:00 PM,2018,05,15,15,-999.0,-999,N/A,5.0,UG/M3,1 Hr,Invalid
Sarajevo,PM2.5 - Principal,2018-05-15 04:00 PM,2018,05,15,16,-999.0,-999,N/A,4.0,UG/M3,1 Hr,Invalid
Sarajevo,PM2.5 - Principal,2018-05-15 05:00 PM,2018,05,15,17,-999.0,-999,N/A,4.0,UG/M3,1 Hr,Invalid
Sarajevo,PM2.5 - Principal,2018-05-15 06:00 PM,2018,05,15,18,-999.0,-999,N/A,7.0,UG/M3,1 Hr,Invalid
Sarajevo,PM2.5 - Principal,2018-05-15 07:00 PM,2018,05,15,19,-999.0,-999,N/A,8.0,UG/M3,1 Hr,Invalid
Sarajevo,PM2.5 - Principal,2018-05-15 08:00 PM,2018,05,15,20,-999.0,-999,N/A,7.0,UG/M3,1 Hr,Invalid
Sarajevo,PM2.5 - Principal,2018-05-15 09:00 PM,2018,05,15,21,-999.0,-999,N/A,5.0,UG/M3,1 Hr,Invalid
Sarajevo,PM2.5 - Principal,2018-05-15 10:00 PM,2018,05,15,22,-999.0,-999,N/A,2.0,UG/M3,1 Hr,Invalid
Sarajevo,PM2.5 - Principal,2018-05-15 11:00 PM,2018,05,15,23,-999.0,-999,N/A,4.0,UG/M3,1 Hr,Invalid
Sarajevo,PM2.5 - Principal,2018-05-16 12:00 AM,2018,05,16,00,-999.0,-999,N/A,6.0,UG/M3,1 Hr,Invalid
Sarajevo,PM2.5 - Principal,2018-05-16 01:00 AM,2018,05,16,01,-999.0,-999,N/A,6.0,UG/M3,1 Hr,Invalid
Sarajevo,PM2.5 - Principal,2018-05-16 02:00 AM,2018,05,16,02,-999.0,-999,N/A,9.0,UG/M3,1 Hr,Invalid
Sarajevo,PM2.5 - Principal,2018-05-16 03:00 AM,2018,05,16,03,-999.0,-999,N/A,10.0,UG/M3,1 Hr,Invalid
Sarajevo,PM2.5 - Principal,2018-05-16 04:00 AM,2018,05,16,04,-999.0,-999,N/A,7.0,UG/M3,1 Hr,Invalid
Sarajevo,PM2.5 - Principal,2018-05-16 05:00 AM,2018,05,16,05,-999.0,-999,N/A,6.0,UG/M3,1 Hr,Invalid
Sarajevo,PM2.5 - Principal,2018-05-16 07:00 AM,2018,05,16,07,-999.0,-999,N/A,3.0,UG/M3,1 Hr,Invalid
Sarajevo,PM2.5 - Principal,2018-05-16 09:00 AM,2018,05,16,09,-999.0,-999,N/A,5.0,UG/M3,1 Hr,Invalid
Sarajevo,PM2.5 - Principal,2018-05-16 10:00 AM,2018,05,16,10,-999.0,-999,N/A,5.0,UG/M3,1 Hr,Invalid
Sarajevo,PM2.5 - Principal,2018-05-16 11:00 AM,2018,05,16,11,-999.0,-999,N/A,6.0,UG/M3,1 Hr,Invalid
Sarajevo,PM2.5 - Principal,2018-05-16 02:00 PM,2018,05,16,14,-999.0,-999,N/A,9.0,UG/M3,1 Hr,Invalid
Sarajevo,PM2.5 - Principal,2018-05-16 03:00 PM,2018,05,16,15,-999.0,-999,N/A,7.0,UG/M3,1 Hr,Invalid
Sarajevo,PM2.5 - Principal,2018-05-16 04:00 PM,2018,05,16,16,-999.0,-999,N/A,7.0,UG/M3,1 Hr,Invalid
Sarajevo,PM2.5 - Principal,2018-05-16 05:00 PM,2018,05,16,17,-999.0,-999,N/A,10.0,UG/M3,1 Hr,Invalid
Sarajevo,PM2.5 - Principal,2018-05-16 06:00 PM,2018,05,16,18,-999.0,-999,N/A,7.0,UG/M3,1 Hr,Invalid
Sarajevo,PM2.5 - Principal,2018-05-16 07:00 PM,2018,05,16,19,-999.0,-999,N/A,5.0,UG/M3,1 Hr,Invalid
Sarajevo,PM2.5 - Principal,2018-05-16 08:00 PM,2018,05,16,20,-999.0,-999,N/A,5.0,UG/M3,1 Hr,Invalid
Sarajevo,PM2.5 - Principal,2018-05-16 09:00 PM,2018,05,16,21,-999.0,-999,N/A,4.0,UG/M3,1 Hr,Invalid
Sarajevo,PM2.5 - Principal,2018-05-16 10:00 PM,2018,05,16,22,-999.0,-999,N/A,7.0,UG/M3,1 Hr,Invalid
Sarajevo,PM2.5 - Principal,2018-05-16 11:00 PM,2018,05,16,23,-999.0,-999,N/A,6.0,UG/M3,1 Hr,Invalid
Sarajevo,PM2.5 - Principal,2018-05-17 12:00 AM,2018,05,17,00,-999.0,-999,N/A,5.0,UG/M3,1 Hr,Invalid
Sarajevo,PM2.5 - Principal,2018-05-17 01:00 AM,2018,05,17,01,-999.0,-999,N/A,8.0,UG/M3,1 Hr,Invalid
Sarajevo,PM2.5 - Principal,2018-05-17 02:00 AM,2018,05,17,02,-999.0,-999,N/A,7.0,UG/M3,1 Hr,Invalid
Sarajevo,PM2.5 - Principal,2018-05-17 03:00 AM,2018,05,17,03,-999.0,-999,N/A,5.0,UG/M3,1 Hr,Invalid
Sarajevo,PM2.5 - Principal,2018-05-17 04:00 AM,2018,05,17,04,-999.0,-999,N/A,4.0,UG/M3,1 Hr,Invalid
Sarajevo,PM2.5 - Principal,2018-05-17 12:00 PM,2018,05,17,12,-999.0,-999,N/A,4.0,UG/M3,1 Hr,Invalid
Sarajevo,PM2.5 - Principal,2018-05-17 01:00 PM,2018,05,17,13,-999.0,-999,N/A,4.0,UG/M3,1 Hr,Invalid
Sarajevo,PM2.5 - Principal,2018-05-17 02:00 PM,2018,05,17,14,-999.0,-999,N/A,5.0,UG/M3,1 Hr,Invalid
Sarajevo,PM2.5 - Principal,2018-05-17 03:00 PM,2018,05,17,15,-999.0,-999,N/A,4.0,UG/M3,1 Hr,Invalid
Sarajevo,PM2.5 - Principal,2018-05-17 04:00 PM,2018,05,17,16,-999.0,-999,N/A,5.0,UG/M3,1 Hr,Invalid
Sarajevo,PM2.5 - Principal,2018-05-22 04:00 PM,2018,05,22,16,-999.0,-999,N/A,16.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-22 05:00 PM,2018,05,22,17,10.0,42,Good,7.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-22 06:00 PM,2018,05,22,18,15.7,59,Moderate,20.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-22 07:00 PM,2018,05,22,19,14.2,55,Moderate,13.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-22 08:00 PM,2018,05,22,20,16.7,61,Moderate,19.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-22 09:00 PM,2018,05,22,21,13.8,55,Moderate,11.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-22 10:00 PM,2018,05,22,22,18.4,64,Moderate,23.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-22 11:00 PM,2018,05,22,23,21.2,70,Moderate,24.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-23 12:00 AM,2018,05,23,00,17.1,62,Moderate,13.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-23 01:00 AM,2018,05,23,01,13.0,53,Moderate,9.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-23 02:00 AM,2018,05,23,02,13.0,53,Moderate,13.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-23 03:00 AM,2018,05,23,03,11.5,48,Good,10.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-23 04:00 AM,2018,05,23,04,11.7,49,Good,12.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-23 05:00 AM,2018,05,23,05,12.3,51,Moderate,13.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-23 06:00 AM,2018,05,23,06,10.6,44,Good,9.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-23 07:00 AM,2018,05,23,07,11.3,47,Good,12.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-23 08:00 AM,2018,05,23,08,12.1,51,Moderate,13.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-23 09:00 AM,2018,05,23,09,13.0,53,Moderate,14.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-23 10:00 AM,2018,05,23,10,17.0,61,Moderate,21.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-23 11:00 AM,2018,05,23,11,18.0,63,Moderate,19.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-23 12:00 PM,2018,05,23,12,16.5,60,Moderate,15.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-23 01:00 PM,2018,05,23,13,14.7,56,Moderate,13.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-23 02:00 PM,2018,05,23,14,17.3,62,Moderate,20.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-23 03:00 PM,2018,05,23,15,16.6,60,Moderate,16.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-23 04:00 PM,2018,05,23,16,18.3,64,Moderate,20.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-23 05:00 PM,2018,05,23,17,19.1,66,Moderate,20.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-23 06:00 PM,2018,05,23,18,18.0,63,Moderate,17.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-23 07:00 PM,2018,05,23,19,12.5,52,Moderate,7.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-23 08:00 PM,2018,05,23,20,15.7,59,Moderate,19.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-23 09:00 PM,2018,05,23,21,10.8,45,Good,6.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-23 10:00 PM,2018,05,23,22,11.9,50,Good,13.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-23 11:00 PM,2018,05,23,23,11.4,48,Good,11.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-24 12:00 AM,2018,05,24,00,12.2,51,Moderate,13.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-24 01:00 AM,2018,05,24,01,11.1,46,Good,10.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-24 02:00 AM,2018,05,24,02,11.0,46,Good,11.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-24 03:00 AM,2018,05,24,03,11.0,46,Good,11.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-24 04:00 AM,2018,05,24,04,9.5,40,Good,8.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-24 05:00 AM,2018,05,24,05,8.7,36,Good,8.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-24 06:00 AM,2018,05,24,06,7.8,33,Good,7.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-24 07:00 AM,2018,05,24,07,6.4,27,Good,5.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-24 08:00 AM,2018,05,24,08,6.2,26,Good,6.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-24 09:00 AM,2018,05,24,09,7.1,30,Good,8.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-24 10:00 AM,2018,05,24,10,9.0,38,Good,11.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-24 11:00 AM,2018,05,24,11,10.0,42,Good,11.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-24 12:00 PM,2018,05,24,12,10.5,44,Good,11.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-24 01:00 PM,2018,05,24,13,10.2,43,Good,10.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-24 02:00 PM,2018,05,24,14,13.6,54,Moderate,17.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-24 03:00 PM,2018,05,24,15,14.8,57,Moderate,16.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-24 04:00 PM,2018,05,24,16,11.4,48,Good,8.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-24 05:00 PM,2018,05,24,17,15.7,59,Moderate,20.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-24 06:00 PM,2018,05,24,18,15.3,58,Moderate,15.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2018-05-24 07:00 PM,2018,05,24,19,15.6,58,Moderate,16.0,UG/M3,1 Hr,Valid
