Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name,pomocna,diskretno_vrijeme
Sarajevo,PM2.5 - Principal,7/29/2019 20:00,2019,7,29,20,17.2,62,Moderate,25.0,UG/M3,1 Hr,Valid,7/29/2019 19:00,8886
Sarajevo,PM2.5 - Principal,7/30/2019 21:00,2019,7,30,21,37.9,107,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid,7/30/2019 20:00,8911
Sarajevo,PM2.5 - Principal,7/31/2019 16:00,2019,7,31,16,31.8,92,Moderate,33.0,UG/M3,1 Hr,Valid,7/31/2019 15:00,8930
Sarajevo,PM2.5 - Principal,8/1/2019 16:00,2019,8,1,16,30.9,91,Moderate,33.0,UG/M3,1 Hr,Valid,8/1/2019 15:00,8954
Sarajevo,PM2.5 - Principal,8/2/2019 21:00,2019,8,2,21,26.2,81,Moderate,29.0,UG/M3,1 Hr,Valid,8/2/2019 20:00,8983
Sarajevo,PM2.5 - Principal,8/3/2019 21:00,2019,8,3,21,21.2,70,Moderate,26.0,UG/M3,1 Hr,Valid,8/3/2019 20:00,9007
Sarajevo,PM2.5 - Principal,8/4/2019 0:00,2019,8,4,0,18.2,64,Moderate,20.0,UG/M3,1 Hr,Valid,8/3/2019 23:00,9010
Sarajevo,PM2.5 - Principal,8/5/2019 21:00,2019,8,5,21,60.1,153,Unhealthy,91.0,UG/M3,1 Hr,Valid,8/5/2019 20:00,9055
Sarajevo,PM2.5 - Principal,8/6/2019 0:00,2019,8,6,0,36.2,103,Unhealthy for Sensitive Groups,34.0,UG/M3,1 Hr,Valid,8/5/2019 23:00,9058
Sarajevo,PM2.5 - Principal,8/7/2019 23:00,2019,8,7,23,30.7,90,Moderate,36.0,UG/M3,1 Hr,Valid,8/7/2019 22:00,9105
Sarajevo,PM2.5 - Principal,8/8/2019 23:00,2019,8,8,23,27.1,83,Moderate,29.0,UG/M3,1 Hr,Valid,8/8/2019 22:00,9129
Sarajevo,PM2.5 - Principal,8/9/2019 16:00,2019,8,9,16,54.3,147,Unhealthy for Sensitive Groups,82.0,UG/M3,1 Hr,Valid,8/9/2019 15:00,9146
Sarajevo,PM2.5 - Principal,8/10/2019 21:00,2019,8,10,21,49.3,135,Unhealthy for Sensitive Groups,60.0,UG/M3,1 Hr,Valid,8/10/2019 20:00,9175
Sarajevo,PM2.5 - Principal,8/11/2019 15:00,2019,8,11,15,58.6,153,Unhealthy,69.0,UG/M3,1 Hr,Valid,8/11/2019 14:00,9193
Sarajevo,PM2.5 - Principal,8/12/2019 20:00,2019,8,12,20,62.0,154,Unhealthy,88.0,UG/M3,1 Hr,Valid,8/12/2019 19:00,9222
Sarajevo,PM2.5 - Principal,8/13/2019 16:00,2019,8,13,16,69.1,158,Unhealthy,71.0,UG/M3,1 Hr,Valid,8/13/2019 15:00,9241
Sarajevo,PM2.5 - Principal,8/14/2019 0:00,2019,8,14,0,29.7,88,Moderate,27.0,UG/M3,1 Hr,Valid,8/13/2019 23:00,9249
Sarajevo,PM2.5 - Principal,8/15/2019 23:00,2019,8,15,23,27.5,83,Moderate,30.0,UG/M3,1 Hr,Valid,8/15/2019 22:00,9296
Sarajevo,PM2.5 - Principal,8/16/2019 2:00,2019,8,16,2,28.6,86,Moderate,31.0,UG/M3,1 Hr,Valid,8/16/2019 1:00,9299
Sarajevo,PM2.5 - Principal,8/17/2019 8:00,2019,8,17,8,21.3,70,Moderate,24.0,UG/M3,1 Hr,Valid,8/17/2019 7:00,9329
Sarajevo,PM2.5 - Principal,8/18/2019 20:00,2019,8,18,20,28.2,85,Moderate,41.0,UG/M3,1 Hr,Valid,8/18/2019 19:00,9365
Sarajevo,PM2.5 - Principal,8/19/2019 21:00,2019,8,19,21,28.2,85,Moderate,37.0,UG/M3,1 Hr,Valid,8/19/2019 20:00,9390
Sarajevo,PM2.5 - Principal,8/20/2019 19:00,2019,8,20,19,18.3,64,Moderate,25.0,UG/M3,1 Hr,Valid,8/20/2019 18:00,9412
Sarajevo,PM2.5 - Principal,8/21/2019 16:00,2019,8,21,16,23.6,75,Moderate,30.0,UG/M3,1 Hr,Valid,8/21/2019 15:00,9433
Sarajevo,PM2.5 - Principal,8/22/2019 20:00,2019,8,22,20,37.6,106,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid,8/22/2019 19:00,9461
Sarajevo,PM2.5 - Principal,8/23/2019 20:00,2019,8,23,20,40.8,114,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid,8/23/2019 19:00,9485
Sarajevo,PM2.5 - Principal,8/24/2019 16:00,2019,8,24,16,37.5,106,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid,8/24/2019 15:00,9505
Sarajevo,PM2.5 - Principal,8/25/2019 17:00,2019,8,25,17,29.5,88,Moderate,37.0,UG/M3,1 Hr,Valid,8/25/2019 16:00,9530
Sarajevo,PM2.5 - Principal,8/26/2019 16:00,2019,8,26,16,23.8,76,Moderate,27.0,UG/M3,1 Hr,Valid,8/26/2019 15:00,9553
Sarajevo,PM2.5 - Principal,8/27/2019 13:00,2019,8,27,13,23.2,74,Moderate,26.0,UG/M3,1 Hr,Valid,8/27/2019 12:00,9573
Sarajevo,PM2.5 - Principal,8/28/2019 21:00,2019,8,28,21,22.2,72,Moderate,24.0,UG/M3,1 Hr,Valid,8/28/2019 20:00,9605
Sarajevo,PM2.5 - Principal,8/29/2019 10:00,2019,8,29,10,23.0,74,Moderate,26.0,UG/M3,1 Hr,Valid,8/29/2019 9:00,9618
Sarajevo,PM2.5 - Principal,8/30/2019 17:00,2019,8,30,17,30.8,90,Moderate,37.0,UG/M3,1 Hr,Valid,8/30/2019 16:00,9649
Sarajevo,PM2.5 - Principal,8/31/2019 23:00,2019,8,31,23,23.8,76,Moderate,26.0,UG/M3,1 Hr,Valid,8/31/2019 22:00,9679
Sarajevo,PM2.5 - Principal,9/1/2019 10:00,2019,9,1,10,26.2,81,Moderate,29.0,UG/M3,1 Hr,Valid,9/1/2019 9:00,9690
Sarajevo,PM2.5 - Principal,9/2/2019 22:00,2019,9,2,22,23.2,74,Moderate,26.0,UG/M3,1 Hr,Valid,9/2/2019 21:00,9718
Sarajevo,PM2.5 - Principal,9/3/2019 0:00,2019,9,3,0,23.9,76,Moderate,27.0,UG/M3,1 Hr,Valid,9/2/2019 23:00,9720
Sarajevo,PM2.5 - Principal,9/4/2019 13:00,2019,9,4,13,25.3,79,Moderate,28.0,UG/M3,1 Hr,Valid,9/4/2019 12:00,9752
Sarajevo,PM2.5 - Principal,9/5/2019 23:00,2019,9,5,23,39.4,111,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid,9/5/2019 22:00,9786
Sarajevo,PM2.5 - Principal,9/6/2019 1:00,2019,9,6,1,36.6,104,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid,9/6/2019 0:00,9788
Sarajevo,PM2.5 - Principal,9/7/2019 16:00,2019,9,7,16,21.9,72,Moderate,25.0,UG/M3,1 Hr,Valid,9/7/2019 15:00,9822
Sarajevo,PM2.5 - Principal,9/8/2019 23:00,2019,9,8,23,22.8,74,Moderate,26.0,UG/M3,1 Hr,Valid,9/8/2019 22:00,9853
Sarajevo,PM2.5 - Principal,9/9/2019 0:00,2019,9,9,0,21.9,72,Moderate,21.0,UG/M3,1 Hr,Valid,9/8/2019 23:00,9854
Sarajevo,PM2.5 - Principal,9/10/2019 20:00,2019,9,10,20,29.4,87,Moderate,31.0,UG/M3,1 Hr,Valid,9/10/2019 19:00,9897
Sarajevo,PM2.5 - Principal,9/11/2019 23:00,2019,9,11,23,38.3,108,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid,9/11/2019 22:00,9924
Sarajevo,PM2.5 - Principal,9/12/2019 0:00,2019,9,12,0,35.6,101,Unhealthy for Sensitive Groups,33.0,UG/M3,1 Hr,Valid,9/11/2019 23:00,9925
Sarajevo,PM2.5 - Principal,9/13/2019 0:00,2019,9,13,0,30.3,89,Moderate,31.0,UG/M3,1 Hr,Valid,9/12/2019 23:00,9949
Sarajevo,PM2.5 - Principal,9/14/2019 19:00,2019,9,14,19,27.4,83,Moderate,36.0,UG/M3,1 Hr,Valid,9/14/2019 18:00,9992
Sarajevo,PM2.5 - Principal,9/15/2019 20:00,2019,9,15,20,28.8,86,Moderate,40.0,UG/M3,1 Hr,Valid,9/15/2019 19:00,10017
Sarajevo,PM2.5 - Principal,9/16/2019 14:00,2019,9,16,14,26.0,80,Moderate,27.0,UG/M3,1 Hr,Valid,9/16/2019 13:00,10035
Sarajevo,PM2.5 - Principal,9/17/2019 20:00,2019,9,17,20,27.7,84,Moderate,41.0,UG/M3,1 Hr,Valid,9/17/2019 19:00,10065
Sarajevo,PM2.5 - Principal,9/18/2019 0:00,2019,9,18,0,20.1,68,Moderate,17.0,UG/M3,1 Hr,Valid,9/17/2019 23:00,10069
Sarajevo,PM2.5 - Principal,9/19/2019 23:00,2019,9,19,23,16.6,60,Moderate,20.0,UG/M3,1 Hr,Valid,9/19/2019 22:00,10116
Sarajevo,PM2.5 - Principal,9/20/2019 22:00,2019,9,20,22,18.4,64,Moderate,21.0,UG/M3,1 Hr,Valid,9/20/2019 21:00,10125
Sarajevo,PM2.5 - Principal,9/21/2019 20:00,2019,9,21,20,29.2,87,Moderate,30.0,UG/M3,1 Hr,Valid,9/21/2019 19:00,10147
Sarajevo,PM2.5 - Principal,9/22/2019 23:00,2019,9,22,23,38.3,108,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid,9/22/2019 22:00,10174
Sarajevo,PM2.5 - Principal,9/23/2019 10:00,2019,9,23,10,42.2,117,Unhealthy for Sensitive Groups,51.0,UG/M3,1 Hr,Valid,9/23/2019 9:00,10185
Sarajevo,PM2.5 - Principal,9/24/2019 23:00,2019,9,24,23,23.2,74,Moderate,28.0,UG/M3,1 Hr,Valid,9/24/2019 22:00,10222
Sarajevo,PM2.5 - Principal,9/25/2019 20:00,2019,9,25,20,36.1,102,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid,9/25/2019 19:00,10242
Sarajevo,PM2.5 - Principal,9/26/2019 0:00,2019,9,26,0,23.4,75,Moderate,18.0,UG/M3,1 Hr,Valid,9/25/2019 23:00,10246
Sarajevo,PM2.5 - Principal,9/27/2019 21:00,2019,9,27,21,19.4,66,Moderate,21.0,UG/M3,1 Hr,Valid,9/27/2019 20:00,10291
Sarajevo,PM2.5 - Principal,9/28/2019 20:00,2019,9,28,20,30.9,91,Moderate,52.0,UG/M3,1 Hr,Valid,9/28/2019 19:00,10314
Sarajevo,PM2.5 - Principal,9/29/2019 21:00,2019,9,29,21,26.7,82,Moderate,31.0,UG/M3,1 Hr,Valid,9/29/2019 20:00,10339
Sarajevo,PM2.5 - Principal,9/30/2019 21:00,2019,9,30,21,24.9,78,Moderate,38.0,UG/M3,1 Hr,Valid,9/30/2019 20:00,10363
Sarajevo,PM2.5 - Principal,10/1/2019 19:00,2019,10,1,19,40.2,113,Unhealthy for Sensitive Groups,65.0,UG/M3,1 Hr,Valid,10/1/2019 18:00,10385
Sarajevo,PM2.5 - Principal,10/2/2019 12:00,2019,10,2,12,31.4,92,Moderate,33.0,UG/M3,1 Hr,Valid,10/2/2019 11:00,10402
Sarajevo,PM2.5 - Principal,10/3/2019 15:00,2019,10,3,15,17.2,62,Moderate,21.0,UG/M3,1 Hr,Valid,10/3/2019 14:00,10429
Sarajevo,PM2.5 - Principal,10/4/2019 21:00,2019,10,4,21,36.1,102,Unhealthy for Sensitive Groups,40.0,UG/M3,1 Hr,Valid,10/4/2019 20:00,10459
Sarajevo,PM2.5 - Principal,10/5/2019 21:00,2019,10,5,21,70.8,159,Unhealthy,79.0,UG/M3,1 Hr,Valid,10/5/2019 20:00,10483
Sarajevo,PM2.5 - Principal,10/6/2019 0:00,2019,10,6,0,43.8,121,Unhealthy for Sensitive Groups,37.0,UG/M3,1 Hr,Valid,10/5/2019 23:00,10486
Sarajevo,PM2.5 - Principal,10/7/2019 10:00,2019,10,7,10,24.3,77,Moderate,27.0,UG/M3,1 Hr,Valid,10/7/2019 9:00,10520
Sarajevo,PM2.5 - Principal,10/8/2019 20:00,2019,10,8,20,36.8,104,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid,10/8/2019 19:00,10553
Sarajevo,PM2.5 - Principal,10/9/2019 10:00,2019,10,9,10,42.4,118,Unhealthy for Sensitive Groups,51.0,UG/M3,1 Hr,Valid,10/9/2019 9:00,10567
Sarajevo,PM2.5 - Principal,10/10/2019 10:00,2019,10,10,10,56.1,151,Unhealthy,72.0,UG/M3,1 Hr,Valid,10/10/2019 9:00,10587
Sarajevo,PM2.5 - Principal,10/11/2019 0:00,2019,10,11,0,31.1,91,Moderate,26.0,UG/M3,1 Hr,Valid,10/10/2019 23:00,10600
Sarajevo,PM2.5 - Principal,10/12/2019 13:00,2019,10,12,13,35.6,101,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid,10/12/2019 12:00,10637
Sarajevo,PM2.5 - Principal,10/13/2019 23:00,2019,10,13,23,35.9,102,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid,10/13/2019 22:00,10671
Sarajevo,PM2.5 - Principal,10/14/2019 22:00,2019,10,14,22,41.5,116,Unhealthy for Sensitive Groups,51.0,UG/M3,1 Hr,Valid,10/14/2019 21:00,10694
Sarajevo,PM2.5 - Principal,10/15/2019 11:00,2019,10,15,11,37.7,106,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid,10/15/2019 10:00,10707
Sarajevo,PM2.5 - Principal,10/16/2019 11:00,2019,10,16,11,38.5,108,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid,10/16/2019 10:00,10731
Sarajevo,PM2.5 - Principal,10/17/2019 22:00,2019,10,17,22,41.7,116,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid,10/17/2019 21:00,10766
Sarajevo,PM2.5 - Principal,10/18/2019 11:00,2019,10,18,11,46.1,127,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid,10/18/2019 10:00,10779
Sarajevo,PM2.5 - Principal,10/19/2019 11:00,2019,10,19,11,34.2,97,Moderate,36.0,UG/M3,1 Hr,Valid,10/19/2019 10:00,10803
Sarajevo,PM2.5 - Principal,10/20/2019 23:00,2019,10,20,23,39.5,111,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid,10/20/2019 22:00,10839
Sarajevo,PM2.5 - Principal,10/21/2019 22:00,2019,10,21,22,45.2,125,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid,10/21/2019 21:00,10862
Sarajevo,PM2.5 - Principal,10/22/2019 21:00,2019,10,22,21,62.1,154,Unhealthy,73.0,UG/M3,1 Hr,Valid,10/22/2019 20:00,10885
Sarajevo,PM2.5 - Principal,10/23/2019 22:00,2019,10,23,22,77.2,162,Unhealthy,84.0,UG/M3,1 Hr,Valid,10/23/2019 21:00,10910
Sarajevo,PM2.5 - Principal,10/24/2019 0:00,2019,10,24,0,67.3,157,Unhealthy,59.0,UG/M3,1 Hr,Valid,10/23/2019 23:00,10912
Sarajevo,PM2.5 - Principal,10/25/2019 23:00,2019,10,25,23,75.5,161,Unhealthy,78.0,UG/M3,1 Hr,Valid,10/25/2019 22:00,10959
Sarajevo,PM2.5 - Principal,10/26/2019 22:00,2019,10,26,22,114.9,182,Unhealthy,127.0,UG/M3,1 Hr,Valid,10/26/2019 21:00,10982
Sarajevo,PM2.5 - Principal,10/27/2019 22:00,2019,10,27,22,136.0,193,Unhealthy,137.0,UG/M3,1 Hr,Valid,10/27/2019 21:00,11007
Sarajevo,PM2.5 - Principal,10/28/2019 22:00,2019,10,28,22,118.5,184,Unhealthy,121.0,UG/M3,1 Hr,Valid,10/28/2019 21:00,11031
Sarajevo,PM2.5 - Principal,10/29/2019 21:00,2019,10,29,21,141.5,195,Unhealthy,156.0,UG/M3,1 Hr,Valid,10/29/2019 20:00,11053
Sarajevo,PM2.5 - Principal,10/30/2019 0:00,2019,10,30,0,118.3,183,Unhealthy,106.0,UG/M3,1 Hr,Valid,10/29/2019 23:00,11056
Sarajevo,PM2.5 - Principal,10/31/2019 23:00,2019,10,31,23,37.1,105,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid,10/31/2019 22:00,11103
Sarajevo,PM2.5 - Principal,11/1/2019 11:00,2019,11,1,11,36.2,103,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid,11/1/2019 10:00,11115
Sarajevo,PM2.5 - Principal,11/2/2019 13:00,2019,11,2,13,88.0,168,Unhealthy,101.0,UG/M3,1 Hr,Valid,11/2/2019 12:00,11141
Sarajevo,PM2.5 - Principal,11/3/2019 2:00,2019,11,3,2,33.5,96,Moderate,40.0,UG/M3,1 Hr,Valid,11/3/2019 1:00,11154
Sarajevo,PM2.5 - Principal,11/4/2019 21:00,2019,11,4,21,37.5,106,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid,11/4/2019 20:00,11197
Sarajevo,PM2.5 - Principal,11/5/2019 0:00,2019,11,5,0,28.8,86,Moderate,25.0,UG/M3,1 Hr,Valid,11/4/2019 23:00,11200
Sarajevo,PM2.5 - Principal,11/6/2019 10:00,2019,11,6,10,10.5,44,Good,11.0,UG/M3,1 Hr,Valid,11/6/2019 9:00,11234
Sarajevo,PM2.5 - Principal,11/7/2019 21:00,2019,11,7,21,42.1,117,Unhealthy for Sensitive Groups,52.0,UG/M3,1 Hr,Valid,11/7/2019 20:00,11268
Sarajevo,PM2.5 - Principal,11/8/2019 11:00,2019,11,8,11,48.9,134,Unhealthy for Sensitive Groups,56.0,UG/M3,1 Hr,Valid,11/8/2019 10:00,11282
Sarajevo,PM2.5 - Principal,11/9/2019 19:00,2019,11,9,19,41.5,116,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid,11/9/2019 18:00,11314
Sarajevo,PM2.5 - Principal,11/10/2019 0:00,2019,11,10,0,18.4,64,Moderate,16.0,UG/M3,1 Hr,Valid,11/9/2019 23:00,11319
Sarajevo,PM2.5 - Principal,11/11/2019 23:00,2019,11,11,23,27.9,84,Moderate,33.0,UG/M3,1 Hr,Valid,11/11/2019 22:00,11366
Sarajevo,PM2.5 - Principal,11/12/2019 3:00,2019,11,12,3,77.3,162,Unhealthy,97.0,UG/M3,1 Hr,Valid,11/12/2019 2:00,11370
Sarajevo,PM2.5 - Principal,11/13/2019 23:00,2019,11,13,23,22.7,73,Moderate,33.0,UG/M3,1 Hr,Valid,11/13/2019 22:00,11414
Sarajevo,PM2.5 - Principal,11/14/2019 21:00,2019,11,14,21,50.1,137,Unhealthy for Sensitive Groups,56.0,UG/M3,1 Hr,Valid,11/14/2019 20:00,11436
Sarajevo,PM2.5 - Principal,11/15/2019 9:00,2019,11,15,9,61.8,154,Unhealthy,66.0,UG/M3,1 Hr,Valid,11/15/2019 8:00,11448
Sarajevo,PM2.5 - Principal,11/16/2019 23:00,2019,11,16,23,32.0,93,Moderate,39.0,UG/M3,1 Hr,Valid,11/16/2019 22:00,11486
Sarajevo,PM2.5 - Principal,11/17/2019 0:00,2019,11,17,0,31.5,92,Moderate,31.0,UG/M3,1 Hr,Valid,11/16/2019 23:00,11487
Sarajevo,PM2.5 - Principal,11/18/2019 21:00,2019,11,18,21,22.0,72,Moderate,24.0,UG/M3,1 Hr,Valid,11/18/2019 20:00,11532
Sarajevo,PM2.5 - Principal,11/19/2019 23:00,2019,11,19,23,135.6,192,Unhealthy,143.0,UG/M3,1 Hr,Valid,11/19/2019 22:00,11558
Sarajevo,PM2.5 - Principal,11/20/2019 1:00,2019,11,20,1,139.3,194,Unhealthy,147.0,UG/M3,1 Hr,Valid,11/20/2019 0:00,11560
Sarajevo,PM2.5 - Principal,11/21/2019 20:00,2019,11,21,20,61.5,154,Unhealthy,63.0,UG/M3,1 Hr,Valid,11/21/2019 19:00,11602
Sarajevo,PM2.5 - Principal,11/22/2019 12:00,2019,11,22,12,78.0,163,Unhealthy,79.0,UG/M3,1 Hr,Valid,11/22/2019 11:00,11618
Sarajevo,PM2.5 - Principal,11/23/2019 10:00,2019,11,23,10,93.1,170,Unhealthy,101.0,UG/M3,1 Hr,Valid,11/23/2019 9:00,11640
Sarajevo,PM2.5 - Principal,11/24/2019 23:00,2019,11,24,23,17.6,63,Moderate,21.0,UG/M3,1 Hr,Valid,11/24/2019 22:00,11652
Sarajevo,PM2.5 - Principal,11/25/2019 19:00,2019,11,25,19,98.5,173,Unhealthy,100.0,UG/M3,1 Hr,Valid,11/25/2019 18:00,11672
Sarajevo,PM2.5 - Principal,11/26/2019 0:00,2019,11,26,0,97.6,173,Unhealthy,106.0,UG/M3,1 Hr,Valid,11/25/2019 23:00,11677
Sarajevo,PM2.5 - Principal,11/27/2019 19:00,2019,11,27,19,196.7,247,Very Unhealthy,215.0,UG/M3,1 Hr,Valid,11/27/2019 18:00,11720
Sarajevo,PM2.5 - Principal,11/28/2019 19:00,2019,11,28,19,76.3,162,Unhealthy,98.0,UG/M3,1 Hr,Valid,11/28/2019 18:00,11744
Sarajevo,PM2.5 - Principal,11/29/2019 22:00,2019,11,29,22,57.3,152,Unhealthy,76.0,UG/M3,1 Hr,Valid,11/29/2019 21:00,11771
Sarajevo,PM2.5 - Principal,11/30/2019 0:00,2019,11,30,0,53.0,144,Unhealthy for Sensitive Groups,56.0,UG/M3,1 Hr,Valid,11/29/2019 23:00,11773
Sarajevo,PM2.5 - Principal,12/1/2019 23:00,2019,12,1,23,71.5,159,Unhealthy,94.0,UG/M3,1 Hr,Valid,12/1/2019 22:00,11820
Sarajevo,PM2.5 - Principal,12/2/2019 1:00,2019,12,2,1,134.6,192,Unhealthy,153.0,UG/M3,1 Hr,Valid,12/2/2019 0:00,11822
Sarajevo,PM2.5 - Principal,12/3/2019 18:00,2019,12,3,18,56.4,151,Unhealthy,60.0,UG/M3,1 Hr,Valid,12/3/2019 17:00,11863
Sarajevo,PM2.5 - Principal,12/4/2019 9:00,2019,12,4,9,51.6,141,Unhealthy for Sensitive Groups,61.0,UG/M3,1 Hr,Valid,12/4/2019 8:00,11878
Sarajevo,PM2.5 - Principal,12/5/2019 21:00,2019,12,5,21,187.4,238,Very Unhealthy,190.0,UG/M3,1 Hr,Valid,12/5/2019 20:00,11913
Sarajevo,PM2.5 - Principal,12/6/2019 23:00,2019,12,6,23,367.4,412,Hazardous,391.0,UG/M3,1 Hr,Valid,12/6/2019 22:00,11939
Sarajevo,PM2.5 - Principal,12/7/2019 0:00,2019,12,7,0,389.7,427,Hazardous,418.0,UG/M3,1 Hr,Valid,12/6/2019 23:00,11940
Sarajevo,PM2.5 - Principal,12/8/2019 4:00,2019,12,8,4,370.0,414,Hazardous,377.0,UG/M3,1 Hr,Valid,12/8/2019 3:00,11968
Sarajevo,PM2.5 - Principal,12/9/2019 13:00,2019,12,9,13,135.0,192,Unhealthy,139.0,UG/M3,1 Hr,Valid,12/9/2019 12:00,12001
Sarajevo,PM2.5 - Principal,12/10/2019 2:00,2019,12,10,2,46.3,128,Unhealthy for Sensitive Groups,54.0,UG/M3,1 Hr,Valid,12/10/2019 1:00,12014
Sarajevo,PM2.5 - Principal,12/11/2019 21:00,2019,12,11,21,103.5,176,Unhealthy,124.0,UG/M3,1 Hr,Valid,12/11/2019 20:00,12057
Sarajevo,PM2.5 - Principal,12/12/2019 23:00,2019,12,12,23,163.8,214,Very Unhealthy,168.0,UG/M3,1 Hr,Valid,12/12/2019 22:00,12083
Sarajevo,PM2.5 - Principal,12/13/2019 2:00,2019,12,13,2,186.2,236,Very Unhealthy,191.0,UG/M3,1 Hr,Valid,12/13/2019 1:00,12086
Sarajevo,PM2.5 - Principal,12/14/2019 23:00,2019,12,14,23,75.9,162,Unhealthy,79.0,UG/M3,1 Hr,Valid,12/14/2019 22:00,12131
Sarajevo,PM2.5 - Principal,12/15/2019 21:00,2019,12,15,21,301.9,352,Hazardous,349.0,UG/M3,1 Hr,Valid,12/15/2019 20:00,12153
Sarajevo,PM2.5 - Principal,12/16/2019 0:00,2019,12,16,0,261.1,312,Hazardous,256.0,UG/M3,1 Hr,Valid,12/15/2019 23:00,12156
Sarajevo,PM2.5 - Principal,12/17/2019 4:00,2019,12,17,4,156.6,207,Very Unhealthy,189.0,UG/M3,1 Hr,Valid,12/17/2019 3:00,12184
Sarajevo,PM2.5 - Principal,12/18/2019 13:00,2019,12,18,13,133.5,191,Unhealthy,140.0,UG/M3,1 Hr,Valid,12/18/2019 12:00,12216
Sarajevo,PM2.5 - Principal,12/19/2019 16:00,2019,12,19,16,203.1,253,Very Unhealthy,229.0,UG/M3,1 Hr,Valid,12/19/2019 15:00,12243
Sarajevo,PM2.5 - Principal,12/20/2019 0:00,2019,12,20,0,64.5,156,Unhealthy,57.0,UG/M3,1 Hr,Valid,12/19/2019 23:00,12251
Sarajevo,PM2.5 - Principal,12/21/2019 11:00,2019,12,21,11,8.5,35,Good,11.0,UG/M3,1 Hr,Valid,12/21/2019 10:00,12286
Sarajevo,PM2.5 - Principal,12/22/2019 0:00,2019,12,22,0,11.8,49,Good,18.0,UG/M3,1 Hr,Valid,12/21/2019 23:00,12299
Sarajevo,PM2.5 - Principal,12/23/2019 14:00,2019,12,23,14,25.4,79,Moderate,32.0,UG/M3,1 Hr,Valid,12/23/2019 13:00,12337
Sarajevo,PM2.5 - Principal,12/24/2019 19:00,2019,12,24,19,62.3,155,Unhealthy,85.0,UG/M3,1 Hr,Valid,12/24/2019 18:00,12366
Sarajevo,PM2.5 - Principal,12/25/2019 21:00,2019,12,25,21,226.5,276,Very Unhealthy,238.0,UG/M3,1 Hr,Valid,12/25/2019 20:00,12392
Sarajevo,PM2.5 - Principal,12/26/2019 0:00,2019,12,26,0,140.4,195,Unhealthy,148.0,UG/M3,1 Hr,Valid,12/25/2019 23:00,12395
Sarajevo,PM2.5 - Principal,12/27/2019 12:00,2019,12,27,12,89.8,169,Unhealthy,120.0,UG/M3,1 Hr,Valid,12/27/2019 11:00,12431
Sarajevo,PM2.5 - Principal,12/28/2019 0:00,2019,12,28,0,31.6,92,Moderate,28.0,UG/M3,1 Hr,Valid,12/27/2019 23:00,12443
Sarajevo,PM2.5 - Principal,12/29/2019 18:00,2019,12,29,18,31.5,92,Moderate,37.0,UG/M3,1 Hr,Valid,12/29/2019 17:00,12485
Sarajevo,PM2.5 - Principal,12/30/2019 20:00,2019,12,30,20,35.5,101,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid,12/30/2019 19:00,12510
Sarajevo,PM2.5 - Principal,12/31/2019 23:00,2019,12,31,23,242.9,293,Very Unhealthy,268.0,UG/M3,1 Hr,Valid,12/31/2019 22:00,12537
Sarajevo,PM2.5 - Principal,1/1/2020 2:00,2020,1,1,2,285.0,335,Hazardous,299.0,UG/M3,1 Hr,Valid,1/1/2020 1:00,12540
Sarajevo,PM2.5 - Principal,1/2/2020 3:00,2020,1,2,3,223.9,274,Very Unhealthy,269.0,UG/M3,1 Hr,Valid,1/2/2020 2:00,12565
Sarajevo,PM2.5 - Principal,1/3/2020 23:00,2020,1,3,23,299.2,349,Hazardous,301.0,UG/M3,1 Hr,Valid,1/3/2020 22:00,12609
Sarajevo,PM2.5 - Principal,1/4/2020 23:00,2020,1,4,23,402.1,435,Hazardous,421.0,UG/M3,1 Hr,Valid,1/4/2020 22:00,12633
Sarajevo,PM2.5 - Principal,1/5/2020 0:00,2020,1,5,0,411.5,441,Hazardous,421.0,UG/M3,1 Hr,Valid,1/4/2020 23:00,12634
