Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name,pomocna,diskretno_vrijeme
Sarajevo,PM2.5 - Principal,5/22/2018 23:00,2018,5,22,23,21.2,70,Moderate,24.0,UG/M3,1 Hr,Valid,5/22/2018 22:00,6
Sarajevo,PM2.5 - Principal,5/23/2018 17:00,2018,5,23,17,19.1,66,Moderate,20.0,UG/M3,1 Hr,Valid,5/23/2018 16:00,24
Sarajevo,PM2.5 - Principal,5/24/2018 23:00,2018,5,24,23,25.7,80,Moderate,29.0,UG/M3,1 Hr,Valid,5/24/2018 22:00,54
Sarajevo,PM2.5 - Principal,5/25/2018 1:00,2018,5,25,1,25.4,79,Moderate,26.0,UG/M3,1 Hr,Valid,5/25/2018 0:00,56
Sarajevo,PM2.5 - Principal,5/26/2018 15:00,2018,5,26,15,28.5,85,Moderate,31.0,UG/M3,1 Hr,Valid,5/26/2018 14:00,94
Sarajevo,PM2.5 - Principal,5/27/2018 2:00,2018,5,27,2,40.6,114,Unhealthy for Sensitive Groups,64.0,UG/M3,1 Hr,Valid,5/27/2018 1:00,105
Sarajevo,PM2.5 - Principal,5/28/2018 23:00,2018,5,28,23,22.6,73,Moderate,23.0,UG/M3,1 Hr,Valid,5/28/2018 22:00,150
Sarajevo,PM2.5 - Principal,5/29/2018 1:00,2018,5,29,1,21.9,72,Moderate,23.0,UG/M3,1 Hr,Valid,5/29/2018 0:00,152
Sarajevo,PM2.5 - Principal,5/30/2018 23:00,2018,5,30,23,21.3,70,Moderate,23.0,UG/M3,1 Hr,Valid,5/30/2018 22:00,197
Sarajevo,PM2.5 - Principal,5/31/2018 14:00,2018,5,31,14,21.5,71,Moderate,23.0,UG/M3,1 Hr,Valid,5/31/2018 13:00,212
Sarajevo,PM2.5 - Principal,6/1/2018 14:00,2018,6,1,14,27.7,84,Moderate,32.0,UG/M3,1 Hr,Valid,6/1/2018 13:00,236
Sarajevo,PM2.5 - Principal,6/2/2018 21:00,2018,6,2,21,27.0,82,Moderate,38.0,UG/M3,1 Hr,Valid,6/2/2018 20:00,267
Sarajevo,PM2.5 - Principal,6/3/2018 2:00,2018,6,3,2,28.2,85,Moderate,29.0,UG/M3,1 Hr,Valid,6/3/2018 1:00,272
Sarajevo,PM2.5 - Principal,6/4/2018 0:00,2018,6,4,0,22.2,72,Moderate,16.0,UG/M3,1 Hr,Valid,6/3/2018 23:00,294
Sarajevo,PM2.5 - Principal,6/5/2018 21:00,2018,6,5,21,20.7,69,Moderate,32.0,UG/M3,1 Hr,Valid,6/5/2018 20:00,332
Sarajevo,PM2.5 - Principal,6/6/2018 23:00,2018,6,6,23,18.3,64,Moderate,19.0,UG/M3,1 Hr,Valid,6/6/2018 22:00,358
Sarajevo,PM2.5 - Principal,6/7/2018 21:00,2018,6,7,21,24.1,76,Moderate,36.0,UG/M3,1 Hr,Valid,6/7/2018 20:00,380
Sarajevo,PM2.5 - Principal,6/8/2018 21:00,2018,6,8,21,20.0,68,Moderate,21.0,UG/M3,1 Hr,Valid,6/8/2018 20:00,404
Sarajevo,PM2.5 - Principal,6/9/2018 21:00,2018,6,9,21,30.6,90,Moderate,40.0,UG/M3,1 Hr,Valid,6/9/2018 20:00,428
Sarajevo,PM2.5 - Principal,6/10/2018 16:00,2018,6,10,16,27.5,83,Moderate,29.0,UG/M3,1 Hr,Valid,6/10/2018 15:00,447
Sarajevo,PM2.5 - Principal,6/11/2018 20:00,2018,6,11,20,35.3,100,Moderate,38.0,UG/M3,1 Hr,Valid,6/11/2018 19:00,475
Sarajevo,PM2.5 - Principal,6/12/2018 0:00,2018,6,12,0,31.1,91,Moderate,31.0,UG/M3,1 Hr,Valid,6/11/2018 23:00,479
Sarajevo,PM2.5 - Principal,6/13/2018 21:00,2018,6,13,21,20.7,69,Moderate,29.0,UG/M3,1 Hr,Valid,6/13/2018 20:00,524
Sarajevo,PM2.5 - Principal,6/14/2018 20:00,2018,6,14,20,21.4,71,Moderate,30.0,UG/M3,1 Hr,Valid,6/14/2018 19:00,547
Sarajevo,PM2.5 - Principal,6/15/2018 0:00,2018,6,15,0,9.6,40,Good,8.0,UG/M3,1 Hr,Valid,6/14/2018 23:00,551
Sarajevo,PM2.5 - Principal,6/16/2018 20:00,2018,6,16,20,31.9,93,Moderate,34.0,UG/M3,1 Hr,Valid,6/16/2018 19:00,595
Sarajevo,PM2.5 - Principal,6/17/2018 21:00,2018,6,17,21,42.6,118,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid,6/17/2018 20:00,620
Sarajevo,PM2.5 - Principal,6/18/2018 0:00,2018,6,18,0,27.3,83,Moderate,26.0,UG/M3,1 Hr,Valid,6/17/2018 23:00,623
Sarajevo,PM2.5 - Principal,6/19/2018 19:00,2018,6,19,19,26.0,80,Moderate,37.0,UG/M3,1 Hr,Valid,6/19/2018 18:00,666
Sarajevo,PM2.5 - Principal,6/20/2018 0:00,2018,6,20,0,26.4,81,Moderate,31.0,UG/M3,1 Hr,Valid,6/19/2018 23:00,671
Sarajevo,PM2.5 - Principal,6/21/2018 19:00,2018,6,21,19,24.3,77,Moderate,26.0,UG/M3,1 Hr,Valid,6/21/2018 18:00,714
Sarajevo,PM2.5 - Principal,6/22/2018 20:00,2018,6,22,20,41.3,115,Unhealthy for Sensitive Groups,54.0,UG/M3,1 Hr,Valid,6/22/2018 19:00,739
Sarajevo,PM2.5 - Principal,6/23/2018 0:00,2018,6,23,0,13.1,53,Moderate,9.0,UG/M3,1 Hr,Valid,6/22/2018 23:00,743
Sarajevo,PM2.5 - Principal,6/24/2018 14:00,2018,6,24,14,13.7,54,Moderate,15.0,UG/M3,1 Hr,Valid,6/24/2018 13:00,781
Sarajevo,PM2.5 - Principal,6/25/2018 21:00,2018,6,25,21,24.6,77,Moderate,26.0,UG/M3,1 Hr,Valid,6/25/2018 20:00,812
Sarajevo,PM2.5 - Principal,6/26/2018 0:00,2018,6,26,0,20.5,69,Moderate,19.0,UG/M3,1 Hr,Valid,6/25/2018 23:00,815
Sarajevo,PM2.5 - Principal,6/27/2018 0:00,2018,6,27,0,13.6,54,Moderate,14.0,UG/M3,1 Hr,Valid,6/26/2018 23:00,839
Sarajevo,PM2.5 - Principal,6/28/2018 23:00,2018,6,28,23,21.6,71,Moderate,24.0,UG/M3,1 Hr,Valid,6/28/2018 22:00,886
Sarajevo,PM2.5 - Principal,6/29/2018 23:00,2018,6,29,23,37.5,106,Unhealthy for Sensitive Groups,54.0,UG/M3,1 Hr,Valid,6/29/2018 22:00,910
Sarajevo,PM2.5 - Principal,6/30/2018 0:00,2018,6,30,0,36.2,103,Unhealthy for Sensitive Groups,35.0,UG/M3,1 Hr,Valid,6/29/2018 23:00,911
Sarajevo,PM2.5 - Principal,7/1/2018 0:00,2018,7,1,0,21.8,71,Moderate,20.0,UG/M3,1 Hr,Valid,6/30/2018 23:00,935
Sarajevo,PM2.5 - Principal,7/2/2018 22:00,2018,7,2,22,26.9,82,Moderate,28.0,UG/M3,1 Hr,Valid,7/2/2018 21:00,981
Sarajevo,PM2.5 - Principal,7/3/2018 22:00,2018,7,3,22,47.2,130,Unhealthy for Sensitive Groups,51.0,UG/M3,1 Hr,Valid,7/3/2018 21:00,1005
Sarajevo,PM2.5 - Principal,7/4/2018 12:00,2018,7,4,12,40.1,112,Unhealthy for Sensitive Groups,42.0,UG/M3,1 Hr,Valid,7/4/2018 11:00,1019
Sarajevo,PM2.5 - Principal,7/5/2018 20:00,2018,7,5,20,27.6,84,Moderate,32.0,UG/M3,1 Hr,Valid,7/5/2018 19:00,1048
Sarajevo,PM2.5 - Principal,7/6/2018 18:00,2018,7,6,18,27.9,84,Moderate,29.0,UG/M3,1 Hr,Valid,7/6/2018 17:00,1070
Sarajevo,PM2.5 - Principal,7/7/2018 6:00,2018,7,7,6,16.7,61,Moderate,17.0,UG/M3,1 Hr,Valid,7/7/2018 5:00,1082
Sarajevo,PM2.5 - Principal,7/8/2018 19:00,2018,7,8,19,18.3,64,Moderate,22.0,UG/M3,1 Hr,Valid,7/8/2018 18:00,1119
Sarajevo,PM2.5 - Principal,7/9/2018 9:00,2018,7,9,9,42.3,118,Unhealthy for Sensitive Groups,65.0,UG/M3,1 Hr,Valid,7/9/2018 8:00,1133
Sarajevo,PM2.5 - Principal,7/10/2018 10:00,2018,7,10,10,26.1,80,Moderate,29.0,UG/M3,1 Hr,Valid,7/10/2018 9:00,1158
Sarajevo,PM2.5 - Principal,7/11/2018 11:00,2018,7,11,11,18.7,65,Moderate,19.0,UG/M3,1 Hr,Valid,7/11/2018 10:00,1183
Sarajevo,PM2.5 - Principal,7/12/2018 11:00,2018,7,12,11,32.4,94,Moderate,35.0,UG/M3,1 Hr,Valid,7/12/2018 10:00,1207
Sarajevo,PM2.5 - Principal,7/13/2018 17:00,2018,7,13,17,33.7,96,Moderate,37.0,UG/M3,1 Hr,Valid,7/13/2018 16:00,1237
Sarajevo,PM2.5 - Principal,7/14/2018 21:00,2018,7,14,21,49.4,135,Unhealthy for Sensitive Groups,71.0,UG/M3,1 Hr,Valid,7/14/2018 20:00,1265
Sarajevo,PM2.5 - Principal,7/15/2018 0:00,2018,7,15,0,28.5,85,Moderate,25.0,UG/M3,1 Hr,Valid,7/14/2018 23:00,1268
Sarajevo,PM2.5 - Principal,7/16/2018 14:00,2018,7,16,14,26.3,81,Moderate,27.0,UG/M3,1 Hr,Valid,7/16/2018 13:00,1301
Sarajevo,PM2.5 - Principal,7/17/2018 21:00,2018,7,17,21,15.6,58,Moderate,21.0,UG/M3,1 Hr,Valid,7/17/2018 20:00,1332
Sarajevo,PM2.5 - Principal,7/18/2018 22:00,2018,7,18,22,33.1,95,Moderate,51.0,UG/M3,1 Hr,Valid,7/18/2018 21:00,1357
Sarajevo,PM2.5 - Principal,7/19/2018 10:00,2018,7,19,10,23.6,75,Moderate,29.0,UG/M3,1 Hr,Valid,7/19/2018 9:00,1369
Sarajevo,PM2.5 - Principal,7/20/2018 21:00,2018,7,20,21,31.5,92,Moderate,42.0,UG/M3,1 Hr,Valid,7/20/2018 20:00,1404
Sarajevo,PM2.5 - Principal,7/21/2018 12:00,2018,7,21,12,24.3,77,Moderate,27.0,UG/M3,1 Hr,Valid,7/21/2018 11:00,1419
Sarajevo,PM2.5 - Principal,7/22/2018 23:00,2018,7,22,23,19.4,66,Moderate,24.0,UG/M3,1 Hr,Valid,7/22/2018 22:00,1454
Sarajevo,PM2.5 - Principal,7/23/2018 4:00,2018,7,23,4,30.8,90,Moderate,45.0,UG/M3,1 Hr,Valid,7/23/2018 3:00,1459
Sarajevo,PM2.5 - Principal,7/24/2018 22:00,2018,7,24,22,33.3,96,Moderate,41.0,UG/M3,1 Hr,Valid,7/24/2018 21:00,1501
Sarajevo,PM2.5 - Principal,7/25/2018 0:00,2018,7,25,0,25.5,79,Moderate,19.0,UG/M3,1 Hr,Valid,7/24/2018 23:00,1503
Sarajevo,PM2.5 - Principal,7/26/2018 15:00,2018,7,26,15,29.1,87,Moderate,30.0,UG/M3,1 Hr,Valid,7/26/2018 14:00,1542
Sarajevo,PM2.5 - Principal,7/27/2018 14:00,2018,7,27,14,28.4,85,Moderate,33.0,UG/M3,1 Hr,Valid,7/27/2018 13:00,1564
Sarajevo,PM2.5 - Principal,7/28/2018 19:00,2018,7,28,19,23.1,74,Moderate,33.0,UG/M3,1 Hr,Valid,7/28/2018 18:00,1593
Sarajevo,PM2.5 - Principal,7/29/2018 17:00,2018,7,29,17,32.0,93,Moderate,40.0,UG/M3,1 Hr,Valid,7/29/2018 16:00,1615
Sarajevo,PM2.5 - Principal,7/30/2018 14:00,2018,7,30,14,30.2,89,Moderate,36.0,UG/M3,1 Hr,Valid,7/30/2018 13:00,1636
Sarajevo,PM2.5 - Principal,7/31/2018 13:00,2018,7,31,13,33.0,95,Moderate,34.0,UG/M3,1 Hr,Valid,7/31/2018 12:00,1659
Sarajevo,PM2.5 - Principal,8/1/2018 13:00,2018,8,1,13,30.4,89,Moderate,31.0,UG/M3,1 Hr,Valid,8/1/2018 12:00,1683
Sarajevo,PM2.5 - Principal,8/2/2018 23:00,2018,8,2,23,35.5,101,Unhealthy for Sensitive Groups,36.0,UG/M3,1 Hr,Valid,8/2/2018 22:00,1717
Sarajevo,PM2.5 - Principal,8/3/2018 1:00,2018,8,3,1,37.2,105,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid,8/3/2018 0:00,1719
Sarajevo,PM2.5 - Principal,8/4/2018 18:00,2018,8,4,18,44.0,122,Unhealthy for Sensitive Groups,56.0,UG/M3,1 Hr,Valid,8/4/2018 17:00,1760
Sarajevo,PM2.5 - Principal,8/5/2018 0:00,2018,8,5,0,16.5,60,Moderate,17.0,UG/M3,1 Hr,Valid,8/4/2018 23:00,1766
Sarajevo,PM2.5 - Principal,8/6/2018 16:00,2018,8,6,16,21.9,72,Moderate,23.0,UG/M3,1 Hr,Valid,8/6/2018 15:00,1806
Sarajevo,PM2.5 - Principal,8/7/2018 10:00,2018,8,7,10,34.3,98,Moderate,36.0,UG/M3,1 Hr,Valid,8/7/2018 9:00,1824
Sarajevo,PM2.5 - Principal,8/8/2018 21:00,2018,8,8,21,40.8,114,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid,8/8/2018 20:00,1859
Sarajevo,PM2.5 - Principal,8/9/2018 20:00,2018,8,9,20,31.3,91,Moderate,38.0,UG/M3,1 Hr,Valid,8/9/2018 19:00,1882
Sarajevo,PM2.5 - Principal,8/10/2018 15:00,2018,8,10,15,31.2,91,Moderate,34.0,UG/M3,1 Hr,Valid,8/10/2018 14:00,1901
Sarajevo,PM2.5 - Principal,8/11/2018 16:00,2018,8,11,16,55.1,149,Unhealthy for Sensitive Groups,63.0,UG/M3,1 Hr,Valid,8/11/2018 15:00,1926
Sarajevo,PM2.5 - Principal,8/12/2018 0:00,2018,8,12,0,45.6,126,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid,8/11/2018 23:00,1934
Sarajevo,PM2.5 - Principal,8/13/2018 13:00,2018,8,13,13,24.3,77,Moderate,27.0,UG/M3,1 Hr,Valid,8/13/2018 12:00,1971
Sarajevo,PM2.5 - Principal,8/14/2018 0:00,2018,8,14,0,19.2,66,Moderate,22.0,UG/M3,1 Hr,Valid,8/13/2018 23:00,1982
Sarajevo,PM2.5 - Principal,8/15/2018 13:00,2018,8,15,13,22.7,73,Moderate,24.0,UG/M3,1 Hr,Valid,8/15/2018 12:00,2019
Sarajevo,PM2.5 - Principal,8/16/2018 20:00,2018,8,16,20,39.7,111,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid,8/16/2018 19:00,2050
Sarajevo,PM2.5 - Principal,8/17/2018 0:00,2018,8,17,0,18.9,65,Moderate,15.0,UG/M3,1 Hr,Valid,8/16/2018 23:00,2054
Sarajevo,PM2.5 - Principal,8/18/2018 23:00,2018,8,18,23,33.8,97,Moderate,34.0,UG/M3,1 Hr,Valid,8/18/2018 22:00,2101
Sarajevo,PM2.5 - Principal,8/19/2018 14:00,2018,8,19,14,41.0,115,Unhealthy for Sensitive Groups,45.0,UG/M3,1 Hr,Valid,8/19/2018 13:00,2116
Sarajevo,PM2.5 - Principal,8/20/2018 21:00,2018,8,20,21,29.0,87,Moderate,31.0,UG/M3,1 Hr,Valid,8/20/2018 20:00,2147
Sarajevo,PM2.5 - Principal,8/21/2018 17:00,2018,8,21,17,30.4,89,Moderate,31.0,UG/M3,1 Hr,Valid,8/21/2018 16:00,2167
Sarajevo,PM2.5 - Principal,8/22/2018 4:00,2018,8,22,4,31.5,92,Moderate,34.0,UG/M3,1 Hr,Valid,8/22/2018 3:00,2178
Sarajevo,PM2.5 - Principal,8/23/2018 11:00,2018,8,23,11,20.3,68,Moderate,21.0,UG/M3,1 Hr,Valid,8/23/2018 10:00,2209
Sarajevo,PM2.5 - Principal,8/24/2018 0:00,2018,8,24,0,16.6,60,Moderate,19.0,UG/M3,1 Hr,Valid,8/23/2018 23:00,2222
Sarajevo,PM2.5 - Principal,8/25/2018 22:00,2018,8,25,22,16.7,61,Moderate,19.0,UG/M3,1 Hr,Valid,8/25/2018 21:00,2268
Sarajevo,PM2.5 - Principal,8/26/2018 0:00,2018,8,26,0,17.6,63,Moderate,20.0,UG/M3,1 Hr,Valid,8/25/2018 23:00,2270
Sarajevo,PM2.5 - Principal,8/27/2018 20:00,2018,8,27,20,14.0,55,Moderate,17.0,UG/M3,1 Hr,Valid,8/27/2018 19:00,2314
Sarajevo,PM2.5 - Principal,8/28/2018 21:00,2018,8,28,21,26.3,81,Moderate,32.0,UG/M3,1 Hr,Valid,8/28/2018 20:00,2339
Sarajevo,PM2.5 - Principal,8/29/2018 11:00,2018,8,29,11,31.9,93,Moderate,40.0,UG/M3,1 Hr,Valid,8/29/2018 10:00,2353
Sarajevo,PM2.5 - Principal,8/30/2018 20:00,2018,8,30,20,27.2,83,Moderate,33.0,UG/M3,1 Hr,Valid,8/30/2018 19:00,2386
Sarajevo,PM2.5 - Principal,8/31/2018 16:00,2018,8,31,16,36.5,103,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid,8/31/2018 15:00,2405
Sarajevo,PM2.5 - Principal,9/1/2018 11:00,2018,9,1,11,35.4,100,Moderate,38.0,UG/M3,1 Hr,Valid,9/1/2018 10:00,2424
Sarajevo,PM2.5 - Principal,9/2/2018 22:00,2018,9,2,22,28.9,86,Moderate,30.0,UG/M3,1 Hr,Valid,9/2/2018 21:00,2459
Sarajevo,PM2.5 - Principal,9/3/2018 0:00,2018,9,3,0,25.4,79,Moderate,24.0,UG/M3,1 Hr,Valid,9/2/2018 23:00,2461
Sarajevo,PM2.5 - Principal,9/4/2018 0:00,2018,9,4,0,17.1,62,Moderate,17.0,UG/M3,1 Hr,Valid,9/3/2018 23:00,2485
Sarajevo,PM2.5 - Principal,9/5/2018 21:00,2018,9,5,21,21.6,71,Moderate,29.0,UG/M3,1 Hr,Valid,9/5/2018 20:00,2530
Sarajevo,PM2.5 - Principal,9/6/2018 20:00,2018,9,6,20,28.6,86,Moderate,36.0,UG/M3,1 Hr,Valid,9/6/2018 19:00,2553
Sarajevo,PM2.5 - Principal,9/7/2018 12:00,2018,9,7,12,24.8,78,Moderate,28.0,UG/M3,1 Hr,Valid,9/7/2018 11:00,2569
Sarajevo,PM2.5 - Principal,9/8/2018 16:00,2018,9,8,16,21.5,71,Moderate,22.0,UG/M3,1 Hr,Valid,9/8/2018 15:00,2597
Sarajevo,PM2.5 - Principal,9/9/2018 18:00,2018,9,9,18,32.9,95,Moderate,40.0,UG/M3,1 Hr,Valid,9/9/2018 17:00,2623
Sarajevo,PM2.5 - Principal,9/10/2018 18:00,2018,9,10,18,21.5,71,Moderate,23.0,UG/M3,1 Hr,Valid,9/10/2018 17:00,2647
Sarajevo,PM2.5 - Principal,9/11/2018 12:00,2018,9,11,12,20.9,70,Moderate,22.0,UG/M3,1 Hr,Valid,9/11/2018 11:00,2665
Sarajevo,PM2.5 - Principal,9/12/2018 17:00,2018,9,12,17,24.6,77,Moderate,28.0,UG/M3,1 Hr,Valid,9/12/2018 16:00,2694
Sarajevo,PM2.5 - Principal,9/13/2018 12:00,2018,9,13,12,28.3,85,Moderate,30.0,UG/M3,1 Hr,Valid,9/13/2018 11:00,2713
Sarajevo,PM2.5 - Principal,9/14/2018 11:00,2018,9,14,11,19.9,67,Moderate,24.0,UG/M3,1 Hr,Valid,9/14/2018 10:00,2736
Sarajevo,PM2.5 - Principal,9/15/2018 18:00,2018,9,15,18,41.7,116,Unhealthy for Sensitive Groups,51.0,UG/M3,1 Hr,Valid,9/15/2018 17:00,2767
Sarajevo,PM2.5 - Principal,9/16/2018 0:00,2018,9,16,0,30.3,89,Moderate,29.0,UG/M3,1 Hr,Valid,9/15/2018 23:00,2773
Sarajevo,PM2.5 - Principal,9/17/2018 19:00,2018,9,17,19,24.3,77,Moderate,32.0,UG/M3,1 Hr,Valid,9/17/2018 18:00,2816
Sarajevo,PM2.5 - Principal,9/18/2018 20:00,2018,9,18,20,22.8,74,Moderate,27.0,UG/M3,1 Hr,Valid,9/18/2018 19:00,2841
Sarajevo,PM2.5 - Principal,9/19/2018 10:00,2018,9,19,10,20.7,69,Moderate,23.0,UG/M3,1 Hr,Valid,9/19/2018 9:00,2855
Sarajevo,PM2.5 - Principal,9/20/2018 18:00,2018,9,20,18,35.9,102,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid,9/20/2018 17:00,2887
Sarajevo,PM2.5 - Principal,9/21/2018 21:00,2018,9,21,21,40.6,114,Unhealthy for Sensitive Groups,43.0,UG/M3,1 Hr,Valid,9/21/2018 20:00,2914
Sarajevo,PM2.5 - Principal,9/22/2018 19:00,2018,9,22,19,41.9,117,Unhealthy for Sensitive Groups,46.0,UG/M3,1 Hr,Valid,9/22/2018 18:00,2936
Sarajevo,PM2.5 - Principal,9/23/2018 21:00,2018,9,23,21,30.7,90,Moderate,36.0,UG/M3,1 Hr,Valid,9/23/2018 20:00,2962
Sarajevo,PM2.5 - Principal,9/24/2018 11:00,2018,9,24,11,29.4,87,Moderate,35.0,UG/M3,1 Hr,Valid,9/24/2018 10:00,2976
Sarajevo,PM2.5 - Principal,9/25/2018 11:00,2018,9,25,11,15.3,58,Moderate,17.0,UG/M3,1 Hr,Valid,9/25/2018 10:00,3000
Sarajevo,PM2.5 - Principal,9/26/2018 23:00,2018,9,26,23,15.8,59,Moderate,20.0,UG/M3,1 Hr,Valid,9/26/2018 22:00,3036
Sarajevo,PM2.5 - Principal,9/27/2018 19:00,2018,9,27,19,27.8,84,Moderate,30.0,UG/M3,1 Hr,Valid,9/27/2018 18:00,3056
Sarajevo,PM2.5 - Principal,9/28/2018 19:00,2018,9,28,19,32.4,94,Moderate,40.0,UG/M3,1 Hr,Valid,9/28/2018 18:00,3080
Sarajevo,PM2.5 - Principal,9/29/2018 15:00,2018,9,29,15,38.8,109,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid,9/29/2018 14:00,3100
Sarajevo,PM2.5 - Principal,9/30/2018 22:00,2018,9,30,22,21.9,72,Moderate,23.0,UG/M3,1 Hr,Valid,9/30/2018 21:00,3131
Sarajevo,PM2.5 - Principal,10/1/2018 14:00,2018,10,1,14,32.5,94,Moderate,35.0,UG/M3,1 Hr,Valid,10/1/2018 9:00,3151
Sarajevo,PM2.5 - Principal,10/2/2018 23:00,2018,10,2,23,27.9,84,Moderate,30.0,UG/M3,1 Hr,Valid,10/2/2018 22:00,3176
Sarajevo,PM2.5 - Principal,10/3/2018 21:00,2018,10,3,21,46.2,127,Unhealthy for Sensitive Groups,60.0,UG/M3,1 Hr,Valid,10/3/2018 20:00,3198
Sarajevo,PM2.5 - Principal,10/4/2018 0:00,2018,10,4,0,40.1,112,Unhealthy for Sensitive Groups,39.0,UG/M3,1 Hr,Valid,10/3/2018 23:00,3201
Sarajevo,PM2.5 - Principal,10/5/2018 23:00,2018,10,5,23,73.9,161,Unhealthy,77.0,UG/M3,1 Hr,Valid,10/5/2018 22:00,3241
Sarajevo,PM2.5 - Principal,10/6/2018 0:00,2018,10,6,0,65.4,156,Unhealthy,57.0,UG/M3,1 Hr,Valid,10/5/2018 23:00,3242
Sarajevo,PM2.5 - Principal,10/7/2018 23:00,2018,10,7,23,24.7,77,Moderate,26.0,UG/M3,1 Hr,Valid,10/7/2018 22:00,3289
Sarajevo,PM2.5 - Principal,10/8/2018 21:00,2018,10,8,21,35.9,102,Unhealthy for Sensitive Groups,44.0,UG/M3,1 Hr,Valid,10/8/2018 20:00,3311
Sarajevo,PM2.5 - Principal,10/9/2018 14:00,2018,10,9,14,37.2,105,Unhealthy for Sensitive Groups,38.0,UG/M3,1 Hr,Valid,10/9/2018 13:00,3328
Sarajevo,PM2.5 - Principal,10/10/2018 11:00,2018,10,10,11,29.7,88,Moderate,31.0,UG/M3,1 Hr,Valid,10/10/2018 10:00,3349
Sarajevo,PM2.5 - Principal,10/11/2018 23:00,2018,10,11,23,39.6,111,Unhealthy for Sensitive Groups,41.0,UG/M3,1 Hr,Valid,10/11/2018 22:00,3385
Sarajevo,PM2.5 - Principal,10/12/2018 11:00,2018,10,12,11,46.2,127,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid,10/12/2018 10:00,3397
Sarajevo,PM2.5 - Principal,10/13/2018 20:00,2018,10,13,20,50.9,139,Unhealthy for Sensitive Groups,60.0,UG/M3,1 Hr,Valid,10/13/2018 19:00,3430
Sarajevo,PM2.5 - Principal,10/14/2018 20:00,2018,10,14,20,57.0,152,Unhealthy,69.0,UG/M3,1 Hr,Valid,10/14/2018 19:00,3454
Sarajevo,PM2.5 - Principal,10/15/2018 22:00,2018,10,15,22,55.8,151,Unhealthy,59.0,UG/M3,1 Hr,Valid,10/15/2018 21:00,3480
Sarajevo,PM2.5 - Principal,10/16/2018 23:00,2018,10,16,23,46.3,128,Unhealthy for Sensitive Groups,49.0,UG/M3,1 Hr,Valid,10/16/2018 22:00,3505
Sarajevo,PM2.5 - Principal,10/17/2018 23:00,2018,10,17,23,46.3,128,Unhealthy for Sensitive Groups,48.0,UG/M3,1 Hr,Valid,10/17/2018 22:00,3529
Sarajevo,PM2.5 - Principal,10/18/2018 22:00,2018,10,18,22,74.5,161,Unhealthy,82.0,UG/M3,1 Hr,Valid,10/18/2018 21:00,3552
Sarajevo,PM2.5 - Principal,10/19/2018 19:00,2018,10,19,19,71.9,159,Unhealthy,77.0,UG/M3,1 Hr,Valid,10/19/2018 18:00,3573
Sarajevo,PM2.5 - Principal,10/20/2018 1:00,2018,10,20,1,67.4,157,Unhealthy,72.0,UG/M3,1 Hr,Valid,10/20/2018 0:00,3579
Sarajevo,PM2.5 - Principal,10/21/2018 13:00,2018,10,21,13,55.9,151,Unhealthy,57.0,UG/M3,1 Hr,Valid,10/21/2018 12:00,3615
Sarajevo,PM2.5 - Principal,10/22/2018 21:00,2018,10,22,21,45.3,125,Unhealthy for Sensitive Groups,50.0,UG/M3,1 Hr,Valid,10/22/2018 20:00,3643
Sarajevo,PM2.5 - Principal,10/23/2018 22:00,2018,10,23,22,81.9,165,Unhealthy,90.0,UG/M3,1 Hr,Valid,10/23/2018 21:00,3662
Sarajevo,PM2.5 - Principal,10/24/2018 20:00,2018,10,24,20,105.4,177,Unhealthy,117.0,UG/M3,1 Hr,Valid,10/24/2018 19:00,3684
Sarajevo,PM2.5 - Principal,10/25/2018 23:00,2018,10,25,23,30.6,90,Moderate,35.0,UG/M3,1 Hr,Valid,10/25/2018 22:00,3711
Sarajevo,PM2.5 - Principal,10/26/2018 11:00,2018,10,26,11,66.6,157,Unhealthy,73.0,UG/M3,1 Hr,Valid,10/26/2018 10:00,3723
Sarajevo,PM2.5 - Principal,10/27/2018 4:00,2018,10,27,4,71.7,159,Unhealthy,80.0,UG/M3,1 Hr,Valid,10/27/2018 3:00,3740
Sarajevo,PM2.5 - Principal,10/28/2018 2:00,2018,10,28,2,11.5,48,Good,14.0,UG/M3,1 Hr,Valid,10/28/2018 1:00,3762
Sarajevo,PM2.5 - Principal,10/29/2018 18:00,2018,10,29,18,13.2,53,Moderate,16.0,UG/M3,1 Hr,Valid,10/29/2018 17:00,3802
Sarajevo,PM2.5 - Principal,10/30/2018 21:00,2018,10,30,21,30.1,89,Moderate,35.0,UG/M3,1 Hr,Valid,10/30/2018 20:00,3829
Sarajevo,PM2.5 - Principal,10/31/2018 20:00,2018,10,31,20,44.5,123,Unhealthy for Sensitive Groups,47.0,UG/M3,1 Hr,Valid,10/31/2018 19:00,3851
