Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name
Sarajevo,PM2.5 - Principal,2020-01-01 01:00 AM,2020,01,01,01,271.0,321,Hazardous,299.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2020-01-01 02:00 AM,2020,01,01,02,285.0,335,Hazardous,299.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2020-01-01 03:00 AM,2020,01,01,03,267.5,318,Hazardous,250.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2020-01-01 04:00 AM,2020,01,01,04,240.2,290,Very Unhealthy,213.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2020-01-01 05:00 AM,2020,01,01,05,222.6,272,Very Unhealthy,205.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2020-01-01 06:00 AM,2020,01,01,06,208.8,259,Very Unhealthy,195.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2020-01-01 07:00 AM,2020,01,01,07,202.1,252,Very Unhealthy,181.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2020-01-01 08:00 AM,2020,01,01,08,202.0,252,Very Unhealthy,202.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2020-01-01 09:00 AM,2020,01,01,09,192.6,243,Very Unhealthy,179.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2020-01-01 10:00 AM,2020,01,01,10,179.6,230,Very Unhealthy,166.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2020-01-01 11:00 AM,2020,01,01,11,179.3,230,Very Unhealthy,179.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2020-01-01 12:00 PM,2020,01,01,12,187.6,238,Very Unhealthy,198.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2020-01-01 01:00 PM,2020,01,01,13,194.4,245,Very Unhealthy,203.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2020-01-01 02:00 PM,2020,01,01,14,205.5,256,Very Unhealthy,231.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2020-01-01 03:00 PM,2020,01,01,15,208.6,259,Very Unhealthy,223.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2020-01-01 04:00 PM,2020,01,01,16,213.0,263,Very Unhealthy,224.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2020-01-01 05:00 PM,2020,01,01,17,204.7,255,Very Unhealthy,184.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2020-01-01 06:00 PM,2020,01,01,18,254.8,305,Hazardous,313.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2020-01-01 07:00 PM,2020,01,01,19,259.6,310,Hazardous,265.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2020-01-01 08:00 PM,2020,01,01,20,232.5,282,Very Unhealthy,202.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2020-01-01 09:00 PM,2020,01,01,21,214.4,264,Very Unhealthy,194.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2020-01-01 10:00 PM,2020,01,01,22,209.4,259,Very Unhealthy,200.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2020-01-01 11:00 PM,2020,01,01,23,196.4,246,Very Unhealthy,179.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2020-01-02 12:00 AM,2020,01,02,00,179.6,230,Very Unhealthy,164.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2020-01-02 01:00 AM,2020,01,02,01,177.4,228,Very Unhealthy,175.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2020-01-02 02:00 AM,2020,01,02,02,182.9,233,Very Unhealthy,189.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2020-01-02 03:00 AM,2020,01,02,03,223.9,274,Very Unhealthy,269.0,UG/M3,1 Hr,Valid
Sarajevo,PM2.5 - Principal,2020-01-02 04:00 AM,2020,01,02,04,184.9,235,Very Unhealthy,144.0,UG/M3,1 Hr,Valid
